Iteration;Newick
508;((B,(((A)#R0)#R1,(#H0,#H1))));
509;(((((B)#R1,(#H1)#R0),#H0),A));
510;((((A)#R0)#R1,((B,#H0),#H1)));
511;((((B)#R0)#R1,(A,(#H0,#H1))));
512;((B,((((A)#R1)#R0,#H1),#H0)));
513;(((((A)#R0)#R1,#H0),(B,#H1)));
514;((((((A)#R0)#R1,B),#H0),#H1));
515;((((A)#R1)#R0,(B,(#H0,#H1))));
516;((((A)#R1,((B,#H1))#R0),#H0));
517;((B,((((A)#R0)#R1,#H0),#H1)));
518;((((B,#H0))#R1,((A)#R0,#H1)));
519;(((A)#R1,(((B)#R0,#H1),#H0)));
520;((((A)#R1)#R0,((B,#H1),#H0)));
521;((((B)#R0,#H1),((A)#R1,#H0)));
522;(((B,#H0),(((A)#R1)#R0,#H1)));
523;(((#H0,#H1),(((B,A))#R1)#R0));
524;(((((A)#R0,(B)#R1),#H0),#H1));
525;((((B)#R0,(A)#R1),(#H0,#H1)));
526;(((#H1)#R0,((A)#R1,(B,#H0))));
527;(((#H0)#R1,(((A,B))#R0,#H1)));
528;(((((B,#H1))#R0,(A)#R1),#H0));
529;(((((A)#R0)#R1,#H0),(B,#H1)));
530;((((A)#R1)#R0,((B,#H0),#H1)));
531;((((A)#R0)#R1,(B,(#H0,#H1))));
532;((((B,(A)#R0),#H1),(#H0)#R1));
533;(((((A)#R0)#R1,(B,#H0)),#H1));
534;((((B)#R1,(A)#R0),(#H0,#H1)));
535;((((((A)#R0)#R1,#H0),#H1),B));
536;((A,(((B)#R0)#R1,(#H0,#H1))));
537;(((((A)#R0)#R1,#H0),(B,#H1)));
538;((A,(((B)#R0)#R1,(#H0,#H1))));
539;((((((B)#R1)#R0,#H1),#H0),A));
540;((((A,((B)#R1)#R0),#H0),#H1));
541;((((B)#R1,(A,#H0)),(#H1)#R0));
542;((((((B)#R1)#R0,A),#H0),#H1));
543;(((#H0)#R1,(((B)#R0,A),#H1)));
544;((((A,#H0))#R1,((B)#R0,#H1)));
545;(((A)#R1,((B,#H0),(#H1)#R0)));
546;(((((A)#R0)#R1,(B,#H0)),#H1));
547;(((B)#R1,((A)#R0,(#H0,#H1))));
548;((((#H0)#R1,((B)#R0,A)),#H1));
549;(((((A,#H1))#R0,(B)#R1),#H0));
550;((((B)#R1,(A,(#H1)#R0)),#H0));
551;(((((B)#R1)#R0,(A,#H0)),#H1));
552;(((((B)#R1)#R0,#H1),(A,#H0)));
553;((((B)#R1)#R0,((A,#H0),#H1)));
554;((B,(((#H1)#R0,(A)#R1),#H0)));
555;(((A,#H1),((B)#R0,(#H0)#R1)));
556;(((#H0)#R1,(B,((A)#R0,#H1))));
557;(((((B)#R1)#R0,(A,#H1)),#H0));
558;(((A)#R1,(((B)#R0,#H1),#H0)));
559;(((((A)#R1)#R0,(B,#H0)),#H1));
560;(((((A,B))#R0)#R1,(#H0,#H1)));
561;((((A,#H1),(B)#R0),(#H0)#R1));
562;(((((A,B))#R1,(#H1)#R0),#H0));
563;((((B)#R0,((A,#H0))#R1),#H1));
564;(((B)#R0,(((#H0)#R1,A),#H1)));
565;((((B)#R1,((A)#R0,#H1)),#H0));
566;((A,((((B)#R0)#R1,#H0),#H1)));
567;((((A)#R0,((B,#H0))#R1),#H1));
568;(((B)#R0,((A)#R1,(#H0,#H1))));
569;((A,((((B)#R0)#R1,#H0),#H1)));
570;(((((A,B))#R0,#H1),(#H0)#R1));
571;((((((B)#R1,A))#R0,#H1),#H0));
572;(((((A)#R1,(B)#R0),#H1),#H0));
573;(((A)#R1,(((B)#R0,#H1),#H0)));
574;(((A)#R0,((B)#R1,(#H0,#H1))));
575;(((((A)#R1)#R0,(B,#H0)),#H1));
576;((B,(((A)#R1)#R0,(#H0,#H1))));
577;((((A)#R1)#R0,((#H0,#H1),B)));
578;(((#H0,#H1),((A)#R1,(B)#R0)));
579;((((#H1)#R0,((A)#R1,B)),#H0));
580;(((#H0,#H1),(((A)#R1)#R0,B)));
581;(((B,((A)#R0,(#H0)#R1)),#H1));
582;((((B)#R0)#R1,((A,#H0),#H1)));
583;(((((B)#R1)#R0,(A,#H1)),#H0));
584;((((#H0)#R1,((B)#R0,A)),#H1));
585;(((((B)#R1,(A)#R0),#H1),#H0));
586;((((((A)#R0)#R1,B),#H1),#H0));
587;((((A)#R0)#R1,((B,#H1),#H0)));
588;(((((B,#H1))#R0,(A)#R1),#H0));
589;((((A)#R0,((B)#R1,#H0)),#H1));
590;(((((A)#R0)#R1,(B,#H0)),#H1));
591;((((A,#H1),(#H0)#R1),(B)#R0));
592;((((B)#R0)#R1,(A,(#H0,#H1))));
593;((((A)#R0)#R1,(B,(#H0,#H1))));
594;((((B)#R0,#H1),(A,(#H0)#R1)));
595;((A,((#H0)#R1,((B)#R0,#H1))));
596;((((A)#R1,(B)#R0),(#H0,#H1)));
597;(((#H0,#H1),(((A)#R1)#R0,B)));
598;(((((A)#R0,(B)#R1),#H0),#H1));
599;((((A)#R0,(B,#H1)),(#H0)#R1));
600;((((B)#R0,(#H0)#R1),(A,#H1)));
601;(((((B)#R0,#H1),(A)#R1),#H0));
602;(((#H0)#R1,((B)#R0,(A,#H1))));
603;((((((A)#R1)#R0,B),#H0),#H1));
604;(((((B,A))#R0,(#H0)#R1),#H1));
605;((((A)#R0,#H1),((B)#R1,#H0)));
606;(((((B)#R1,(A)#R0),#H1),#H0));
607;((((A)#R1,#H0),((B,#H1))#R0));
608;((((A)#R1,#H0),((B,#H1))#R0));
609;(((#H1)#R0,(A,((B)#R1,#H0))));
610;(((((B)#R0)#R1,(A,#H1)),#H0));
611;(((((B)#R1,#H0),#H1),(A)#R0));
612;(((A,(((B)#R1)#R0,#H1)),#H0));
613;(((#H0,#H1),(B,((A)#R1)#R0)));
614;((((B)#R1)#R0,((A,#H0),#H1)));
615;(((((B)#R0)#R1,(A,#H0)),#H1));
616;(((((B)#R1,(A)#R0),#H0),#H1));
617;(((((B,A))#R1)#R0,(#H0,#H1)));
618;(((B,(((A)#R1)#R0,#H1)),#H0));
619;(((((A)#R1,(B)#R0),#H1),#H0));
620;((A,((((B)#R0)#R1,#H0),#H1)));
621;(((((A)#R0)#R1,B),(#H0,#H1)));
622;((((A,(B)#R1),(#H1)#R0),#H0));
623;(((A)#R0,((B,(#H0)#R1),#H1)));
624;(((B)#R1,((#H0,#H1),(A)#R0)));
625;((((B)#R1)#R0,((A,#H1),#H0)));
626;((((B)#R1)#R0,(A,(#H0,#H1))));
627;(((((A)#R0)#R1,(B,#H1)),#H0));
628;((((((B,A))#R1)#R0,#H1),#H0));
629;(((#H1)#R0,(((B)#R1,A),#H0)));
630;(((((B)#R1,A))#R0,(#H0,#H1)));
631;((B,(((A)#R1)#R0,(#H0,#H1))));
632;((((#H1)#R0,((A,B))#R1),#H0));
633;(((((A,B))#R1)#R0,(#H0,#H1)));
634;(((#H1)#R0,((A)#R1,(B,#H0))));
635;(((((A)#R1)#R0,(B,#H1)),#H0));
636;(((A,(((B)#R1)#R0,#H1)),#H0));
637;((((A)#R0,(B,#H1)),(#H0)#R1));
638;(((((B)#R0)#R1,(A,#H0)),#H1));
639;((A,(((B)#R0)#R1,(#H0,#H1))));
640;((((((B)#R1)#R0,#H1),#H0),A));
641;((((A,((B)#R1)#R0),#H0),#H1));
642;(((((#H1)#R0,(B)#R1),#H0),A));
643;(((((A)#R0)#R1,(B,#H1)),#H0));
644;(((B)#R1,(((#H1)#R0,A),#H0)));
645;((((B)#R0,(#H0)#R1),(A,#H1)));
646;((((((A)#R0)#R1,B),#H1),#H0));
647;(((((A,B))#R1,(#H1)#R0),#H0));
648;((((((B)#R0)#R1,A),#H1),#H0));
649;((((B)#R0,(A,#H1)),(#H0)#R1));
650;(((B)#R0,((#H0)#R1,(A,#H1))));
651;((A,(((B)#R1)#R0,(#H0,#H1))));
652;((A,((((B)#R1)#R0,#H1),#H0)));
653;(((#H0,#H1),((A)#R1,(B)#R0)));
654;((((((A,B))#R1)#R0,#H1),#H0));
655;((((A)#R0)#R1,((B,#H0),#H1)));
656;(((((A)#R0)#R1,(B,#H1)),#H0));
657;((A,(((B)#R0)#R1,(#H0,#H1))));
658;((((#H1)#R0,((A)#R1,B)),#H0));
659;(((B,#H1),(((A)#R0)#R1,#H0)));
660;(((((B)#R0)#R1,(A,#H1)),#H0));
661;((((B)#R0)#R1,((A,#H0),#H1)));
662;((A,(((B)#R1,(#H1)#R0),#H0)));
663;((((B)#R1)#R0,((A,#H1),#H0)));
664;((((B)#R1)#R0,((A,#H0),#H1)));
665;(((((B)#R1)#R0,#H1),(A,#H0)));
666;((((A)#R1,#H0),((B)#R0,#H1)));
667;((((A)#R1,#H0),((B)#R0,#H1)));
668;((A,((#H1)#R0,((B)#R1,#H0))));
669;(((#H0)#R1,((A)#R0,(B,#H1))));
670;(((((A)#R0)#R1,#H0),(B,#H1)));
671;((((B)#R0)#R1,((A,#H1),#H0)));
672;(((((A,(B)#R1))#R0,#H1),#H0));
673;(((A,((B)#R1)#R0),(#H0,#H1)));
674;(((((B)#R1)#R0,(A,#H1)),#H0));
675;((((A)#R0,#H1),(B,(#H0)#R1)));
676;(((((A)#R1,(B)#R0),#H1),#H0));
677;((B,(((A)#R0)#R1,(#H0,#H1))));
678;(((((#H1)#R0,B),#H0),(A)#R1));
679;((A,(((B)#R1)#R0,(#H0,#H1))));
680;((((A)#R1)#R0,(B,(#H0,#H1))));
681;((((A)#R1)#R0,((B,#H1),#H0)));
682;((((A)#R1)#R0,(B,(#H0,#H1))));
683;(((B,(((A)#R0)#R1,#H0)),#H1));
684;(((B,((#H0)#R1,(A)#R0)),#H1));
685;(((((B)#R1,A),(#H1)#R0),#H0));
686;(((A,#H0),(((B)#R1)#R0,#H1)));
687;(((#H0,#H1),(A,((B)#R0)#R1)));
688;(((((B)#R0)#R1,(A,#H0)),#H1));
689;((((B,#H1),((A)#R0)#R1),#H0));
690;(((((A)#R1)#R0,(B,#H0)),#H1));
691;(((((A)#R1,(B)#R0),#H0),#H1));
692;((B,((#H1)#R0,((A)#R1,#H0))));
693;(((B)#R1,(((A)#R0,#H1),#H0)));
694;(((B)#R0,(((A)#R1,#H0),#H1)));
695;((((((A,B))#R1)#R0,#H1),#H0));
696;(((((B)#R1)#R0,(#H0,#H1)),A));
697;((((A,(B)#R0),#H1),(#H0)#R1));
698;(((((A)#R0)#R1,(B,#H0)),#H1));
699;((((((A)#R0)#R1,B),#H1),#H0));
700;((B,((((A)#R1)#R0,#H1),#H0)));
701;((((A)#R1,#H0),(B,(#H1)#R0)));
702;((((((B)#R1)#R0,A),#H1),#H0));
703;(((((B)#R1,(#H1)#R0),#H0),A));
704;(((B,#H0),(((A)#R1)#R0,#H1)));
705;((((A)#R1)#R0,((#H0,#H1),B)));
706;((((B)#R0,(A,#H1)),(#H0)#R1));
707;((((A)#R0)#R1,((B,#H1),#H0)));
708;((((B)#R0,((#H0)#R1,A)),#H1));
709;(((A,((#H0)#R1,(B)#R0)),#H1));
710;(((A)#R1,(((B)#R0,#H1),#H0)));
711;(((A,(((B)#R0)#R1,#H0)),#H1));
712;((((A)#R1,((#H1)#R0,B)),#H0));
713;(((((B,(A)#R1))#R0,#H1),#H0));
714;((((#H1)#R0,B),((A)#R1,#H0)));
715;((((B)#R0,((A)#R1,#H0)),#H1));
716;((B,(((A)#R1,(#H1)#R0),#H0)));
717;(((A)#R0,(((B)#R1,#H0),#H1)));
718;(((B)#R0,(((#H0)#R1,A),#H1)));
719;(((((B,#H1))#R0,(A)#R1),#H0));
720;((((((B,A))#R1)#R0,#H1),#H0));
721;((((((A)#R0)#R1,#H0),B),#H1));
722;(((A)#R1,((B,(#H1)#R0),#H0)));
723;((((A,((B)#R1)#R0),#H1),#H0));
724;((((A,((B)#R1)#R0),#H0),#H1));
725;(((((B)#R1)#R0,(A,#H1)),#H0));
726;(((#H0)#R1,((A,#H1),(B)#R0)));
727;((B,((((A)#R1)#R0,#H1),#H0)));
728;(((A,#H1),(((B)#R0)#R1,#H0)));
729;((((A)#R0)#R1,((B,#H0),#H1)));
730;(((((A)#R0)#R1,B),(#H0,#H1)));
731;((((B,(A)#R0))#R1,(#H0,#H1)));
732;(((((A)#R1)#R0,(B,#H1)),#H0));
733;(((((A)#R0,(#H0)#R1),B),#H1));
734;(((((A)#R0)#R1,(#H0,#H1)),B));
735;(((((A)#R1)#R0,(B,#H0)),#H1));
736;((((((A)#R0)#R1,#H0),B),#H1));
737;((((B)#R1)#R0,((A,#H0),#H1)));
738;((((((A)#R0)#R1,B),#H0),#H1));
739;((((((B)#R1)#R0,A),#H0),#H1));
740;(((A,(((B)#R0)#R1,#H0)),#H1));
741;(((((B)#R0)#R1,(A,#H1)),#H0));
742;(((B,((A)#R0,(#H0)#R1)),#H1));
743;((((B,#H0),(#H1)#R0),(A)#R1));
744;((((A,((B)#R0)#R1),#H1),#H0));
745;(((B)#R1,(((A)#R0,#H1),#H0)));
746;((B,(((A)#R1)#R0,(#H0,#H1))));
747;(((((B,A))#R1)#R0,(#H0,#H1)));
748;((((B)#R1)#R0,((A,#H1),#H0)));
749;((((((B,A))#R1)#R0,#H1),#H0));
750;(((((A)#R0)#R1,#H0),(B,#H1)));
751;((((A)#R1)#R0,(B,(#H0,#H1))));
752;(((((B,(A)#R0))#R1,#H0),#H1));
753;((A,((((B)#R1)#R0,#H1),#H0)));
754;(((#H1)#R0,(A,((B)#R1,#H0))));
755;(((#H0)#R1,(B,((A)#R0,#H1))));
756;(((((A)#R0,B))#R1,(#H0,#H1)));
757;((((((A)#R1)#R0,#H1),B),#H0));
758;(((((A)#R0)#R1,(B,#H0)),#H1));
759;((((B,(A)#R1))#R0,(#H0,#H1)));
760;((((A,((B)#R1)#R0),#H0),#H1));
761;((A,(((#H1)#R0,(B)#R1),#H0)));
762;((((A)#R1)#R0,((#H0,#H1),B)));
763;(((A)#R0,(((B)#R1,#H0),#H1)));
764;(((((A)#R0,B))#R1,(#H0,#H1)));
765;(((((B,#H0))#R1,(A)#R0),#H1));
766;(((((A,#H0))#R1,(B)#R0),#H1));
767;(((A)#R1,(((B)#R0,#H1),#H0)));
768;((B,(((#H1)#R0,(A)#R1),#H0)));
769;((((B)#R0)#R1,((A,#H1),#H0)));
770;((((A,((B)#R1)#R0),#H1),#H0));
771;((((((B)#R0,A))#R1,#H0),#H1));
772;(((B)#R1,(((#H1)#R0,A),#H0)));
773;(((#H0)#R1,(((B)#R0,A),#H1)));
774;((((((B)#R1)#R0,A),#H1),#H0));
775;((((A)#R0,#H1),((B)#R1,#H0)));
776;((((((A)#R1)#R0,#H1),B),#H0));
777;((((((B)#R1)#R0,A),#H0),#H1));
778;(((((A)#R0,(B)#R1),#H1),#H0));
779;((B,(((A)#R0,(#H0)#R1),#H1)));
780;(((A,((B)#R0)#R1),(#H0,#H1)));
781;((((A)#R1,#H0),((B)#R0,#H1)));
782;(((((B,A))#R0)#R1,(#H0,#H1)));
783;(((((B)#R0)#R1,(A,#H1)),#H0));
784;((((A,((B)#R0)#R1),#H1),#H0));
785;((A,(((B)#R0)#R1,(#H0,#H1))));
786;((((B)#R1,(#H1)#R0),(A,#H0)));
787;(((((B,A))#R1)#R0,(#H0,#H1)));
788;(((((A)#R1,(B)#R0),#H1),#H0));
789;((((A)#R1)#R0,((#H0,#H1),B)));
790;(((((A)#R1,B),#H0),(#H1)#R0));
791;((A,((((B)#R0)#R1,#H0),#H1)));
792;(((((A)#R1)#R0,#H1),(B,#H0)));
793;((((((A)#R1)#R0,#H1),#H0),B));
794;((B,((((A)#R0)#R1,#H0),#H1)));
795;((((((B)#R1)#R0,A),#H0),#H1));
796;(((((B)#R0)#R1,(A,#H0)),#H1));
797;(((B)#R1,(((A)#R0,#H1),#H0)));
798;(((((A)#R1,(B)#R0),#H1),#H0));
799;(((((A)#R0)#R1,(B,#H0)),#H1));
800;((((B)#R0)#R1,((A,#H0),#H1)));
801;((((A,#H0))#R1,((B)#R0,#H1)));
802;((((((A)#R0)#R1,B),#H0),#H1));
803;((((((A)#R0,B))#R1,#H0),#H1));
804;((((B)#R0)#R1,(A,(#H0,#H1))));
805;((((A)#R1)#R0,((B,#H0),#H1)));
806;(((((A)#R0,(B)#R1),#H0),#H1));
807;((((B)#R1)#R0,(A,(#H0,#H1))));
808;((((A)#R1)#R0,((B,#H1),#H0)));
809;((B,((((A)#R1)#R0,#H1),#H0)));
810;(((A,(((B)#R0)#R1,#H0)),#H1));
811;(((((A)#R1,(#H1)#R0),B),#H0));
812;(((A,((#H0)#R1,(B)#R0)),#H1));
813;((((B,((A)#R1)#R0),#H1),#H0));
814;(((((B,#H0))#R1,(A)#R0),#H1));
815;(((((A)#R0)#R1,(B,#H0)),#H1));
816;(((((A)#R0)#R1,B),(#H0,#H1)));
817;(((A,(((B)#R0)#R1,#H0)),#H1));
818;((((A)#R0)#R1,((B,#H1),#H0)));
819;((((A)#R0)#R1,(B,(#H0,#H1))));
820;((((B)#R1)#R0,((#H0,#H1),A)));
821;((A,(((B)#R0,(#H0)#R1),#H1)));
822;(((((B)#R1)#R0,(A,#H0)),#H1));
823;((((A)#R0,((B)#R1,#H0)),#H1));
824;(((A)#R0,(((B)#R1,#H0),#H1)));
825;((B,(((#H0)#R1,(A)#R0),#H1)));
826;((((A)#R0,(B,(#H0)#R1)),#H1));
827;((((A)#R0,#H1),((B)#R1,#H0)));
828;((((B)#R0)#R1,((A,#H0),#H1)));
829;(((B)#R1,((A)#R0,(#H0,#H1))));
830;((((B)#R0,((A,#H0))#R1),#H1));
831;((((A)#R0,((B,#H0))#R1),#H1));
832;(((B,((A)#R0,#H1)),(#H0)#R1));
833;((((A)#R0)#R1,(B,(#H0,#H1))));
834;((((A,#H1))#R0,((B)#R1,#H0)));
835;(((#H0)#R1,((A)#R0,(B,#H1))));
836;(((A,(((B)#R0)#R1,#H0)),#H1));
837;((((A)#R0,(B,#H1)),(#H0)#R1));
838;((((B)#R0)#R1,((#H0,#H1),A)));
839;(((#H0,#H1),(((B)#R0)#R1,A)));
840;((((A)#R0,((B)#R1,#H0)),#H1));
841;((((A,#H0))#R1,((B)#R0,#H1)));
842;(((B)#R0,((#H0)#R1,(A,#H1))));
843;((((((B)#R0)#R1,A),#H0),#H1));
844;((((B,#H0))#R1,((A)#R0,#H1)));
845;((((B,#H0))#R1,((A)#R0,#H1)));
846;(((A)#R1,(((#H1)#R0,B),#H0)));
847;((B,(((#H0)#R1,(A)#R0),#H1)));
848;((((#H0)#R1,((B,A))#R0),#H1));
849;(((((A)#R0)#R1,#H0),(B,#H1)));
850;((((((B)#R0)#R1,A),#H1),#H0));
851;((((A,#H0),((B)#R1)#R0),#H1));
852;((((B)#R1)#R0,((A,#H1),#H0)));
853;((((#H1)#R0,(A)#R1),(B,#H0)));
854;(((((A)#R1)#R0,#H1),(B,#H0)));
855;((((B)#R1,((A)#R0,#H1)),#H0));
856;((((B)#R0,(A,#H1)),(#H0)#R1));
857;(((((B,#H1))#R0,(A)#R1),#H0));
858;(((((B,A))#R0)#R1,(#H0,#H1)));
859;((((((B)#R0)#R1,A),#H0),#H1));
860;(((A,((B)#R1)#R0),(#H0,#H1)));
861;(((((B)#R1,(A)#R0),#H0),#H1));
862;((((A)#R0,(B)#R1),(#H0,#H1)));
863;((((((A)#R0)#R1,B),#H1),#H0));
864;(((B)#R1,((A)#R0,(#H0,#H1))));
865;((((((A)#R0,B))#R1,#H0),#H1));
866;(((B)#R1,((A)#R0,(#H0,#H1))));
867;(((((A,#H1))#R0,(B)#R1),#H0));
868;((((B)#R1)#R0,(A,(#H0,#H1))));
869;((((((A)#R1)#R0,#H1),B),#H0));
870;(((((#H0)#R1,(A)#R0),B),#H1));
871;((((A)#R0,((B)#R1,#H0)),#H1));
872;((((#H0)#R1,((A)#R0,B)),#H1));
873;((((A)#R0)#R1,(B,(#H0,#H1))));
874;((((B,#H0))#R1,((A)#R0,#H1)));
875;((((A)#R1)#R0,((#H0,#H1),B)));
876;(((((A)#R0)#R1,(#H0,#H1)),B));
877;((((#H0)#R1,(B,(A)#R0)),#H1));
878;((((A)#R1)#R0,(B,(#H0,#H1))));
879;(((((A)#R0,(B)#R1),#H0),#H1));
880;(((((A)#R1,(B)#R0),#H1),#H0));
881;(((A,(((B)#R0)#R1,#H0)),#H1));
882;(((B)#R0,((A,#H1),(#H0)#R1)));
883;((B,(((A)#R0)#R1,(#H0,#H1))));
884;((((A)#R0)#R1,(B,(#H0,#H1))));
885;((((A)#R1)#R0,(B,(#H0,#H1))));
886;(((#H0,#H1),(((B)#R1)#R0,A)));
887;((((A)#R0,((B,#H0))#R1),#H1));
888;(((B)#R1,((#H1)#R0,(A,#H0))));
889;(((((A)#R0)#R1,#H0),(B,#H1)));
890;((((B)#R1)#R0,((A,#H1),#H0)));
891;((((((A)#R0)#R1,B),#H0),#H1));
892;(((#H0,#H1),((B)#R0,(A)#R1)));
893;((((A,((B)#R0)#R1),#H1),#H0));
894;((((A,#H1))#R0,((B)#R1,#H0)));
895;((((B)#R0,((A)#R1,#H0)),#H1));
896;((A,(((B)#R1,(#H1)#R0),#H0)));
897;((((((A)#R1)#R0,#H1),#H0),B));
898;((A,((((B)#R0)#R1,#H0),#H1)));
899;(((#H1)#R0,(((B)#R1,A),#H0)));
900;(((#H1)#R0,((A)#R1,(B,#H0))));
901;((((#H1)#R0,(A)#R1),(B,#H0)));
902;(((((A)#R0,B),#H1),(#H0)#R1));
903;(((A,(((B)#R0)#R1,#H0)),#H1));
904;(((B,#H1),(((A)#R0)#R1,#H0)));
905;(((((B)#R1)#R0,(A,#H0)),#H1));
906;(((#H1)#R0,((A)#R1,(B,#H0))));
907;((((A,((B)#R1)#R0),#H0),#H1));
908;((((A)#R1)#R0,((#H0,#H1),B)));
909;(((A,#H1),(((B)#R0)#R1,#H0)));
910;(((((#H1)#R0,(A)#R1),#H0),B));
911;((A,(((#H0)#R1,(B)#R0),#H1)));
912;(((((B)#R1)#R0,#H1),(A,#H0)));
913;(((A)#R0,(((B)#R1,#H0),#H1)));
914;(((#H0,#H1),(((A,B))#R1)#R0));
915;((((B,(A)#R1))#R0,(#H0,#H1)));
916;((((B)#R0,(#H0)#R1),(A,#H1)));
917;(((#H0)#R1,(((B)#R0,A),#H1)));
918;((((B,#H0))#R1,((A)#R0,#H1)));
919;((((B,#H1))#R0,((A)#R1,#H0)));
920;(((B,(((A)#R1)#R0,#H1)),#H0));
921;(((A)#R1,((#H1)#R0,(B,#H0))));
922;(((((B)#R0,(A)#R1),#H0),#H1));
923;((((A)#R0)#R1,((B,#H1),#H0)));
924;(((((B)#R1)#R0,(A,#H0)),#H1));
925;(((B)#R0,((A,(#H0)#R1),#H1)));
926;(((((A)#R0)#R1,(B,#H1)),#H0));
927;(((B)#R1,(((A)#R0,#H1),#H0)));
928;(((A)#R1,((#H1)#R0,(B,#H0))));
929;((((A)#R1)#R0,((#H0,#H1),B)));
930;(((((B,#H0))#R1,(A)#R0),#H1));
931;(((A)#R1,((#H1)#R0,(B,#H0))));
932;(((#H1)#R0,((B)#R1,(A,#H0))));
933;((((((A)#R1)#R0,B),#H1),#H0));
934;(((((B)#R1)#R0,(A,#H0)),#H1));
935;((A,((((B)#R0)#R1,#H0),#H1)));
936;((((B)#R0)#R1,(A,(#H0,#H1))));
937;(((((B,A))#R1,(#H1)#R0),#H0));
938;((((((A)#R1)#R0,B),#H0),#H1));
939;(((B)#R0,(((A)#R1,#H0),#H1)));
940;(((#H1)#R0,((B,(A)#R1),#H0)));
941;((((A)#R0)#R1,((B,#H1),#H0)));
942;(((((A)#R1,(B)#R0),#H1),#H0));
943;((((A)#R0,((B,#H0))#R1),#H1));
944;(((((A,#H1))#R0,(B)#R1),#H0));
945;(((((A)#R0)#R1,(B,#H1)),#H0));
946;((((#H0)#R1,(A)#R0),(B,#H1)));
947;(((#H0)#R1,((A)#R0,(B,#H1))));
948;((((A)#R1)#R0,((B,#H0),#H1)));
949;((((((A)#R1)#R0,B),#H0),#H1));
950;((((B,#H1))#R0,((A)#R1,#H0)));
951;((B,(((A)#R0,(#H0)#R1),#H1)));
952;(((A)#R1,((B)#R0,(#H0,#H1))));
953;(((((B)#R0)#R1,(A,#H0)),#H1));
954;((B,(((A)#R0)#R1,(#H0,#H1))));
955;(((((A)#R0,(B)#R1),#H0),#H1));
956;(((((A)#R1)#R0,(B,#H0)),#H1));
957;((((B)#R1,(#H1)#R0),(A,#H0)));
958;(((B,((A)#R0,(#H0)#R1)),#H1));
959;((((B)#R1)#R0,(A,(#H0,#H1))));
960;((((B,#H0))#R1,((A)#R0,#H1)));
961;((B,(((A)#R0)#R1,(#H0,#H1))));
962;((((A)#R0,((B,#H0))#R1),#H1));
963;((A,((((B)#R0)#R1,#H0),#H1)));
964;((((A)#R0,#H1),((B)#R1,#H0)));
965;(((((A)#R0)#R1,(B,#H1)),#H0));
966;((B,(((#H0)#R1,(A)#R0),#H1)));
967;((((B)#R0,#H1),((A)#R1,#H0)));
968;(((B)#R1,((A)#R0,(#H0,#H1))));
969;((((A)#R0,(B)#R1),(#H0,#H1)));
970;((B,(((A)#R0)#R1,(#H0,#H1))));
971;((((A)#R1,((B)#R0,#H1)),#H0));
972;(((#H0,#H1),(((A)#R0,B))#R1));
973;(((B)#R0,((#H0)#R1,(A,#H1))));
974;((((B,#H0))#R1,((A)#R0,#H1)));
975;(((#H0,#H1),(((B)#R1)#R0,A)));
976;(((((B)#R0)#R1,(A,#H0)),#H1));
977;((A,(((#H0)#R1,(B)#R0),#H1)));
978;(((#H0)#R1,(B,((A)#R0,#H1))));
979;(((((A,B))#R0)#R1,(#H0,#H1)));
980;(((((A)#R0)#R1,#H0),(B,#H1)));
981;((((A)#R1)#R0,((#H0,#H1),B)));
982;(((((A)#R1)#R0,(B,#H0)),#H1));
983;((((A)#R0,(B,(#H0)#R1)),#H1));
984;((((B,(A)#R0),#H1),(#H0)#R1));
985;((((A)#R0)#R1,((B,#H1),#H0)));
986;((A,((((B)#R0)#R1,#H0),#H1)));
987;((((((B)#R1)#R0,#H1),#H0),A));
988;(((#H0,#H1),(((B,A))#R1)#R0));
989;((((B)#R1,((A,#H1))#R0),#H0));
990;((((B)#R0)#R1,((A,#H0),#H1)));
991;((((((A)#R0)#R1,B),#H0),#H1));
992;(((B)#R1,(((#H1)#R0,A),#H0)));
993;((((A)#R1,((B)#R0,#H1)),#H0));
994;(((((B)#R1)#R0,#H1),(A,#H0)));
995;((((B)#R1,(#H0,#H1)),(A)#R0));
996;(((((A)#R0,(B)#R1),#H0),#H1));
997;(((((A)#R1)#R0,(B,#H0)),#H1));
998;(((A,(((B)#R1)#R0,#H1)),#H0));
999;(((((#H1)#R0,(B)#R1),#H0),A));
1000;((((#H1)#R0,(A)#R1),(B,#H0)));
1001;((((B,((A)#R1)#R0),#H1),#H0));
1002;(((((A)#R0)#R1,(B,#H0)),#H1));
1003;((((A)#R1,(B,(#H1)#R0)),#H0));
1004;(((((B)#R1)#R0,(A,#H1)),#H0));
1005;((((B)#R0,((A,#H0))#R1),#H1));
1006;((B,(((A)#R0)#R1,(#H0,#H1))));
1007;((((((A)#R0)#R1,B),#H0),#H1));
1008;((B,((((A)#R0)#R1,#H0),#H1)));
1009;(((B,(((A)#R1)#R0,#H1)),#H0));
1010;(((((A,B))#R0)#R1,(#H0,#H1)));
1011;((((#H0)#R1,(B,(A)#R0)),#H1));
1012;(((((B)#R1)#R0,(A,#H0)),#H1));
1013;((((B)#R1)#R0,((A,#H1),#H0)));
1014;(((((B)#R1,(A)#R0),#H1),#H0));
1015;((((A)#R1)#R0,((B,#H1),#H0)));
1016;((((B,#H0))#R1,((A)#R0,#H1)));
1017;(((((A)#R1)#R0,(B,#H0)),#H1));
